path,target,input_lengths,english_gloss,chinese_gloss,cantonese_gloss
data\features\HKSLLEX-2023-00003214.pt,124,144,Prince Edward,太子,
data\features\HKSLLEX-2023-00003216.pt,98,144,Mong Kok,旺角,
data\features\HKSLLEX-2023-00003212.pt,124,154,Prince Edward,太子,
data\features\HKSLLEX-2023-00003213.pt,124,154,Prince Edward,太子,
data\features\HKSLLEX-2023-00003215.pt,98,154,Mong Kok,旺角,
data\features\HKSLLEX-2023-00003217.pt,98,154,Mong Kok,旺角,
data\features\HKSLLEX-2023-00003218.pt,203,154,Yau Ma Tei,油麻地,
data\features\HKSLLEX-2023-00003219.pt,203,163,Yau Ma Tei,油麻地,
data\features\HKSLLEX-2023-00003223.pt,51,144,Ho Man Tin,何文田,
data\features\HKSLLEX-2023-00003221.pt,51,154,Ho Man Tin,何文田,
data\features\HKSLLEX-2023-00003222.pt,51,154,Ho Man Tin,何文田,
data\features\HKSLLEX-2023-00003220.pt,203,163,Yau Ma Tei,油麻地,
data\features\HKSLLEX-2023-00003224.pt,198,154,Whampoa,黃埔,
data\features\HKSLLEX-2023-00003226.pt,183,125,Tsuen Wan,荃灣,
data\features\HKSLLEX-2023-00003225.pt,198,154,Whampoa,黃埔,
data\features\HKSLLEX-2023-00003227.pt,169,154,Tai Wo Hau,大窩口,
data\features\HKSLLEX-2023-00003229.pt,66,125,Kwai Hing,葵興,
data\features\HKSLLEX-2023-00003230.pt,65,134,Kwai Fong,葵芳,
data\features\HKSLLEX-2023-00003231.pt,65,134,Kwai Fong,葵芳,
data\features\HKSLLEX-2023-00003228.pt,169,154,Tai Wo Hau,大窩口,
data\features\HKSLLEX-2023-00003232.pt,71,144,Lai King,荔景,
data\features\HKSLLEX-2023-00003233.pt,96,144,Mei Foo,美孚,
data\features\HKSLLEX-2023-00003234.pt,70,144,Lai Chi Kok,茘枝角,
data\features\HKSLLEX-2023-00003235.pt,21,144,Cheung Sha Wan,長沙灣,
data\features\HKSLLEX-2023-00003236.pt,138,144,Sham Shui Po,深水埗,
data\features\HKSLLEX-2023-00003237.pt,138,144,Sham Shui Po,深水埗,
data\features\HKSLLEX-2023-00003238.pt,138,154,Sham Shui Po,深水埗,
data\features\HKSLLEX-2023-00003239.pt,55,154,Jordan,佐敦,
data\features\HKSLLEX-2023-00003240.pt,55,154,Jordan,佐敦,
data\features\HKSLLEX-2023-00003241.pt,55,163,Jordan,佐敦,
data\features\HKSLLEX-2023-00003242.pt,179,154,Tsim Sha Tsui,尖沙咀,
data\features\HKSLLEX-2023-00003244.pt,179,154,Tsim Sha Tsui,尖沙咀,
data\features\HKSLLEX-2023-00003243.pt,179,163,Tsim Sha Tsui,尖沙咀,
data\features\HKSLLEX-2023-00003245.pt,18,144,Chai Wan,柴灣,
data\features\HKSLLEX-2023-00003246.pt,18,134,Chai Wan,柴灣,
data\features\HKSLLEX-2023-00003247.pt,18,134,Chai Wan,柴灣,
data\features\HKSLLEX-2023-00003248.pt,48,144,Heng Fa Chuen,杏花邨,
data\features\HKSLLEX-2023-00003250.pt,140,144,Shau Kei Wan,筲箕灣,
data\features\HKSLLEX-2023-00003249.pt,48,144,Heng Fa Chuen,杏花邨,
data\features\HKSLLEX-2023-00003251.pt,140,134,Shau Kei Wan,筲箕灣,
data\features\HKSLLEX-2023-00003252.pt,140,134,Shau Kei Wan,筲箕灣,
data\features\HKSLLEX-2023-00003253.pt,130,163,Sai Wan Ho,西灣河,
data\features\HKSLLEX-2023-00003254.pt,130,173,Sai Wan Ho,西灣河,
data\features\HKSLLEX-2023-00003255.pt,130,173,Sai Wan Ho,西灣河,
data\features\HKSLLEX-2023-00003256.pt,162,154,Tai Koo,太古,
data\features\HKSLLEX-2023-00003258.pt,162,144,Tai Koo,太古,
data\features\HKSLLEX-2023-00003257.pt,162,163,Tai Koo,太古,
data\features\HKSLLEX-2023-00003259.pt,125,134,Quarry Bay,鰂魚涌,
data\features\HKSLLEX-2023-00003260.pt,107,134,North Point,北角,
data\features\HKSLLEX-2023-00003261.pt,107,125,North Point,北角,
data\features\HKSLLEX-2023-00003263.pt,41,134,Fortress Hill,炮台山,
data\features\HKSLLEX-2023-00003262.pt,41,154,Fortress Hill,炮台山,
data\features\HKSLLEX-2023-00003264.pt,41,144,Fortress Hill,炮台山,
data\features\HKSLLEX-2023-00003265.pt,172,163,Tin Hau,天后,
data\features\HKSLLEX-2023-00003266.pt,172,154,Tin Hau,天后,
data\features\HKSLLEX-2023-00003267.pt,15,134,Causeway Bay,銅鑼灣,
data\features\HKSLLEX-2023-00003268.pt,196,134,Wan Chai,灣仔,
data\features\HKSLLEX-2023-00003269.pt,196,125,Wan Chai,灣仔,
data\features\HKSLLEX-2023-00003270.pt,6,134,Admiralty,金鐘,
data\features\HKSLLEX-2023-00003271.pt,6,125,Admiralty,金鐘,
data\features\HKSLLEX-2023-00003273.pt,16,125,Central,中環,
data\features\HKSLLEX-2023-00003272.pt,16,154,Central,中環,
data\features\HKSLLEX-2023-00003274.pt,16,144,Central,中環,
data\features\HKSLLEX-2023-00003276.pt,145,134,Sheung Wan,上環,
data\features\HKSLLEX-2023-00003275.pt,145,144,Sheung Wan,上環,
data\features\HKSLLEX-2023-00003277.pt,131,163,Sai Ying Pun,西營盤,
data\features\HKSLLEX-2023-00003278.pt,131,134,Sai Ying Pun,西營盤,
data\features\HKSLLEX-2023-00003280.pt,44,144,HKU,香港大學,
data\features\HKSLLEX-2023-00003279.pt,44,182,HKU,香港大學,
data\features\HKSLLEX-2023-00003281.pt,59,163,Kennedy Town,堅尼地城,
data\features\HKSLLEX-2023-00003282.pt,59,134,Kennedy Town,堅尼地城,
data\features\HKSLLEX-2023-00003283.pt,59,134,Kennedy Town,堅尼地城,
data\features\HKSLLEX-2023-00003284.pt,59,144,Kennedy Town,堅尼地城,
data\features\HKSLLEX-2023-00003285.pt,189,134,Tung Chung,東涌,
data\features\HKSLLEX-2023-00003286.pt,189,134,Tung Chung,東涌,
data\features\HKSLLEX-2023-00003287.pt,111,125,Olympic,奧運,
data\features\HKSLLEX-2023-00003288.pt,111,125,Olympic,奧運,
data\features\HKSLLEX-2023-00003290.pt,9,134,AsiaWorld-Expo,博覽會,
data\features\HKSLLEX-2023-00003289.pt,9,144,AsiaWorld-Expo,博覽會,
data\features\HKSLLEX-2023-00003291.pt,7,144,Airport,機場,
data\features\HKSLLEX-2023-00003292.pt,182,125,Tsing Yi,青衣,
data\features\HKSLLEX-2023-00003293.pt,60,115,Kowloon,九龍,
data\features\HKSLLEX-2023-00003294.pt,52,125,Hong Kong,香港,
data\features\HKSLLEX-2023-00003296.pt,32,115,Disneyland Resort,迪士尼,
data\features\HKSLLEX-2023-00003295.pt,158,134,Sunny Bay,欣澳,
data\features\HKSLLEX-2023-00003297.pt,120,134,Po Lam,寶琳,
data\features\HKSLLEX-2023-00003298.pt,120,134,Po Lam,寶琳,
data\features\HKSLLEX-2023-00003299.pt,120,125,Po Lam,寶琳,
data\features\HKSLLEX-2023-00003301.pt,177,125,Tseung Kwan O,將軍澳,
data\features\HKSLLEX-2023-00003300.pt,45,134,Hang Hau,坑口,
data\features\HKSLLEX-2023-00003302.pt,177,125,Tseung Kwan O,將軍澳,
data\features\HKSLLEX-2023-00003304.pt,177,125,Tseung Kwan O,將軍澳,
data\features\HKSLLEX-2023-00003303.pt,177,134,Tseung Kwan O,將軍澳,
data\features\HKSLLEX-2023-00003305.pt,68,134,LOHAS Park,康城,
data\features\HKSLLEX-2023-00003308.pt,85,115,Lo Wu,羅湖,
data\features\HKSLLEX-2023-00003306.pt,68,154,LOHAS Park,康城,
data\features\HKSLLEX-2023-00003307.pt,85,154,Lo Wu,羅湖,
data\features\HKSLLEX-2023-00003309.pt,144,144,Sheung Shui,上水,
data\features\HKSLLEX-2023-00003310.pt,144,134,Sheung Shui,上水,
data\features\HKSLLEX-2023-00003312.pt,37,134,Fanling,粉嶺,
data\features\HKSLLEX-2023-00003311.pt,37,154,Fanling,粉嶺,
data\features\HKSLLEX-2023-00003314.pt,168,134,Tai Wo,太和,
data\features\HKSLLEX-2023-00003313.pt,37,144,Fanling,粉嶺,
data\features\HKSLLEX-2023-00003317.pt,165,115,Tai Po (Tai Po Market),大埔(大埔墟),
data\features\HKSLLEX-2023-00003315.pt,165,134,Tai Po (Tai Po Market),大埔(大埔墟),
data\features\HKSLLEX-2023-00003318.pt,192,115,University,大學,
data\features\HKSLLEX-2023-00003316.pt,165,144,Tai Po (Tai Po Market),大埔(大埔墟),
data\features\HKSLLEX-2023-00003319.pt,192,115,University,大學,
data\features\HKSLLEX-2023-00003320.pt,40,125,Fo Tan,火炭,
data\features\HKSLLEX-2023-00003321.pt,40,125,Fo Tan,火炭,
data\features\HKSLLEX-2023-00003322.pt,136,134,Sha Tin,沙田,
data\features\HKSLLEX-2023-00003323.pt,136,134,Sha Tin,沙田,
data\features\HKSLLEX-2023-00003324.pt,167,144,Tai Wai,大圍,
data\features\HKSLLEX-2023-00003325.pt,167,125,Tai Wai,大圍,
data\features\HKSLLEX-2023-00003326.pt,167,134,Tai Wai,大圍,
data\features\HKSLLEX-2023-00003327.pt,64,125,Kowloon Tong,九龍塘,
data\features\HKSLLEX-2023-00003328.pt,64,125,Kowloon Tong,九龍塘,
data\features\HKSLLEX-2023-00003329.pt,99,154,Mong Kok East,旺角東,
data\features\HKSLLEX-2023-00003331.pt,54,125,Hung Hom,紅磡,
data\features\HKSLLEX-2023-00003330.pt,99,154,Mong Kok East,旺角東,
data\features\HKSLLEX-2023-00003334.pt,54,115,Hung Hom,紅磡,
data\features\HKSLLEX-2023-00003333.pt,54,125,Hung Hom,紅磡,
data\features\HKSLLEX-2023-00003332.pt,54,134,Hung Hom,紅磡,
data\features\HKSLLEX-2023-00003335.pt,36,115,Exhibition Centre,會展,
data\features\HKSLLEX-2023-00003336.pt,36,125,Exhibition Centre,會展,
data\features\HKSLLEX-2023-00003337.pt,36,125,Exhibition Centre,會展,
data\features\HKSLLEX-2023-00003338.pt,87,144,Lok Ma Chau,落馬洲,
data\features\HKSLLEX-2023-00003339.pt,87,125,Lok Ma Chau,落馬洲,
data\features\HKSLLEX-2023-00003342.pt,91,125,Ma On Shan,馬鞍山,
data\features\HKSLLEX-2023-00003341.pt,201,134,Wu Kai Sha,烏溪沙,
data\features\HKSLLEX-2023-00003340.pt,201,154,Wu Kai Sha,烏溪沙,
data\features\HKSLLEX-2023-00003343.pt,49,134,Heng On,恆安,
data\features\HKSLLEX-2023-00003344.pt,49,125,Heng On,恆安,
data\features\HKSLLEX-2023-00003347.pt,142,115,Shek Mun,石門,
data\features\HKSLLEX-2023-00003349.pt,137,125,Sha Tin Wai,沙田圍,
data\features\HKSLLEX-2023-00003348.pt,25,125,City One,第一城,
data\features\HKSLLEX-2023-00003345.pt,166,154,Tai Shui Hang,大水坑,
data\features\HKSLLEX-2023-00003350.pt,19,125,Che Kung Temple,車公廟,
data\features\HKSLLEX-2023-00003346.pt,166,163,Tai Shui Hang,大水坑,
data\features\HKSLLEX-2023-00003351.pt,50,115,Hin Keng,顯徑,
data\features\HKSLLEX-2023-00003352.pt,56,134,Kai Tak,啟德,
data\features\HKSLLEX-2023-00003353.pt,56,134,Kai Tak,啟德,
data\features\HKSLLEX-2023-00003355.pt,157,125,Sung Wong Toi,宋皇臺,
data\features\HKSLLEX-2023-00003356.pt,176,134,To Kwa Wan,土瓜灣,
data\features\HKSLLEX-2023-00003354.pt,157,144,Sung Wong Toi,宋皇臺,
data\features\HKSLLEX-2023-00003357.pt,176,134,To Kwa Wan,土瓜灣,
data\features\HKSLLEX-2023-00003359.pt,34,125,East Tsim Sha Tsui,尖東,
data\features\HKSLLEX-2023-00003358.pt,34,134,East Tsim Sha Tsui,尖東,
data\features\HKSLLEX-2023-00003360.pt,10,125,Austin,柯士甸,
data\features\HKSLLEX-2023-00003361.pt,101,144,Nam Cheong,南昌,
data\features\HKSLLEX-2023-00003366.pt,205,106,Yuen Long,元朗,
data\features\HKSLLEX-2023-00003364.pt,184,115,Tsuen Wan West,荃灣西,
data\features\HKSLLEX-2023-00003362.pt,101,134,Nam Cheong,南昌,
data\features\HKSLLEX-2023-00003367.pt,88,115,Long Ping,朗屏,
data\features\HKSLLEX-2023-00003365.pt,57,134,Kam Sheung Road,錦上路,
data\features\HKSLLEX-2023-00003363.pt,101,154,Nam Cheong,南昌,
data\features\HKSLLEX-2023-00003368.pt,173,163,Tin Shui Wai,天水圍,
data\features\HKSLLEX-2023-00003371.pt,147,115,Siu Hong,兆康,
data\features\HKSLLEX-2023-00003373.pt,187,115,Tuen Mun,屯門,
data\features\HKSLLEX-2023-00003370.pt,173,134,Tin Shui Wai,天水圍,
data\features\HKSLLEX-2023-00003374.pt,187,125,Tuen Mun,屯門,
data\features\HKSLLEX-2023-00003375.pt,187,134,Tuen Mun,屯門,
data\features\HKSLLEX-2023-00003369.pt,173,154,Tin Shui Wai,天水圍,
data\features\HKSLLEX-2023-00003372.pt,187,154,Tuen Mun,屯門,
data\features\HKSLLEX-2023-00003376.pt,187,125,Tuen Mun,屯門,
data\features\HKSLLEX-2023-00003378.pt,187,125,Tuen Mun,屯門,
data\features\HKSLLEX-2023-00003377.pt,187,134,Tuen Mun,屯門,
data\features\HKSLLEX-2023-00003379.pt,187,134,Tuen Mun,屯門,
data\features\HKSLLEX-2023-00003380.pt,108,125,Ocean Park,海洋公園,
data\features\HKSLLEX-2023-00003381.pt,199,134,Wong Chuk Hang,黃竹坑,
data\features\HKSLLEX-2023-00003382.pt,199,134,Wong Chuk Hang,黃竹坑,
data\features\HKSLLEX-2023-00003383.pt,82,134,Lei Tung,利東,
data\features\HKSLLEX-2023-00003384.pt,82,134,Lei Tung,利東,
data\features\HKSLLEX-2023-00003399.pt,1857,106,plain rice congee,白粥,
data\features\HKSLLEX-2023-00003385.pt,151,144,South Horizons,海怡半島,
data\features\HKSLLEX-2023-00003401.pt,1762,106,ox tongue pastry,牛脷酥,
data\features\HKSLLEX-2023-00003402.pt,2084,106,salty fried donut,鹹煎餅,
data\features\HKSLLEX-2023-00003386.pt,151,144,South Horizons,海怡半島,
data\features\HKSLLEX-2023-00003400.pt,767,115,deep-fried breadstick,油炸鬼,
data\features\HKSLLEX-2023-00003387.pt,126,144,Racecourse,馬場,
data\features\HKSLLEX-2023-00003403.pt,2345,125,stir-fried rice vermicelli noodles,炒米粉,
data\features\HKSLLEX-2023-00003404.pt,1104,115,fried noodles,炒麵,
data\features\HKSLLEX-2023-00003405.pt,2336,96,sticky rice dumpling,糭,
data\features\HKSLLEX-2023-00003406.pt,599,106,chinese turnip cake,蘿蔔糕,
data\features\HKSLLEX-2023-00003409.pt,686,106,congee with pig giblets,及第粥,
data\features\HKSLLEX-2023-00003407.pt,2088,115,sampan congee,艇仔粥,
data\features\HKSLLEX-2023-00003408.pt,1890,125,pork blood congee,豬紅粥,
data\features\HKSLLEX-2023-00003410.pt,684,134,congee with century egg and lean pork,皮蛋瘦肉粥,
data\features\HKSLLEX-2023-00003411.pt,1112,106,frog leg congee,田雞粥,
data\features\HKSLLEX-2023-00003413.pt,2036,106,rice noodle roll,腸粉,
data\features\HKSLLEX-2023-00003416.pt,206,96,a fusion of fried dough and rice noodle roll,炸兩,
data\features\HKSLLEX-2023-00003412.pt,376,115,beef congee,滑牛粥,
data\features\HKSLLEX-2023-00003417.pt,2414,96,sweet sauce,甜醬,
data\features\HKSLLEX-2023-00003415.pt,2182,106,shrimp rice noodle roll,蝦腸粉,
data\features\HKSLLEX-2023-00003414.pt,348,115,barbecue pork rice noodle roll,叉燒腸粉,
data\features\HKSLLEX-2023-00003418.pt,2141,106,sesame paste,麻醬,
data\features\HKSLLEX-2023-00003419.pt,1801,106,peanut butter,花生醬,
data\features\HKSLLEX-2023-00003424.pt,2325,96,steamed rice cup cake with red beans,砵仔糕,
data\features\HKSLLEX-2023-00003422.pt,1053,106,fishball,魚蛋,
data\features\HKSLLEX-2023-00003420.pt,2343,115,stinky tofu,臭豆腐,
data\features\HKSLLEX-2023-00003425.pt,546,106,cart noodles,車仔麵,
data\features\HKSLLEX-2023-00003421.pt,765,134,deep fried pork intestine,炸大腸,
data\features\HKSLLEX-2023-00003423.pt,377,125,beef entrails,牛雜,
data\features\HKSLLEX-2023-00003426.pt,1343,106,imitation shark fin soup,碗仔翅,
data\features\HKSLLEX-2023-00003427.pt,1052,134,fish balls lettuce soup,生菜魚肉羹,
data\features\HKSLLEX-2023-00003429.pt,341,115,banana mochi roll,香蕉糕,
data\features\HKSLLEX-2023-00003430.pt,411,115,black sesame roll,芝麻卷,
data\features\HKSLLEX-2023-00003431.pt,2330,115,steamed white sugar cake,白糖糕,
data\features\HKSLLEX-2023-00003432.pt,728,115,crispy chicken cookie,雞仔餅,
data\features\HKSLLEX-2023-00003433.pt,2644,125,walnut cookie,合桃酥,
data\features\HKSLLEX-2023-00003434.pt,2415,115,sweetheart cake,老婆餅,
data\features\HKSLLEX-2023-00003428.pt,1837,154,pig blood curd with Chinese chives,韮菜豬紅,
data\features\HKSLLEX-2023-00003435.pt,2038,106,rick cracker,米通,
data\features\HKSLLEX-2023-00003437.pt,2370,106,stuffed tea cake made with sticky rice flour,茶粿,
data\features\HKSLLEX-2023-00003436.pt,2072,125,sachima (Chinese soft flour pastry cake),沙琪瑪,
data\features\HKSLLEX-2023-00003438.pt,595,115,chinese fevervine herb and root,雞屎藤,
data\features\HKSLLEX-2023-00003439.pt,871,115,dragon's beard candy,龍鬚糖,
data\features\HKSLLEX-2023-00003442.pt,571,115,chao zhou style pancake,冷糕,
data\features\HKSLLEX-2023-00003440.pt,1557,134,maltose cracker,麥芽糖夾餅,
data\features\HKSLLEX-2023-00003443.pt,919,106,egg custard tart,蛋撻,
data\features\HKSLLEX-2023-00003441.pt,1800,154,peanut brittle,花生糖,
data\features\HKSLLEX-2023-00003444.pt,648,96,coconut tart,椰撻,
data\features\HKSLLEX-2023-00003445.pt,1892,106,portuguese egg tart,葡撻,
data\features\HKSLLEX-2023-00003446.pt,235,115,aeroplane olive,飛機欖,
data\features\HKSLLEX-2023-00003447.pt,1907,115,preserved sweet plum,話梅,
data\features\HKSLLEX-2023-00003449.pt,598,115,chinese tea egg,茶葉蛋,
data\features\HKSLLEX-2023-00003451.pt,2525,96,tortoise herbal jelly,龜苓膏,
data\features\HKSLLEX-2023-00003450.pt,1189,106,grass jelly,涼粉,
data\features\HKSLLEX-2023-00003448.pt,1106,154,fried stuffed three treasures,煎釀三寶,
data\features\HKSLLEX-2023-00003452.pt,364,134,bean curd dessert,豆腐花,
data\features\HKSLLEX-2023-00003455.pt,921,106,egg waffle,格仔餅,
data\features\HKSLLEX-2023-00003453.pt,920,134,egg puff,雞蛋仔,
data\features\HKSLLEX-2023-00003454.pt,920,134,egg puff,雞蛋仔,
data\features\HKSLLEX-2023-00003457.pt,2413,96,sweet egg twist,蛋散,
data\features\HKSLLEX-2023-00003456.pt,2380,106,sugar egg puff,沙翁,
data\features\HKSLLEX-2023-00003458.pt,1153,115,glutinous rice dumpling,糯米糍,
data\features\HKSLLEX-2023-00003459.pt,2082,134,salted egg yolk puff pastry,鹹蛋酥,
data\features\HKSLLEX-2023-00003460.pt,560,125,century egg pastry,皮蛋酥,
data\features\HKSLLEX-2023-00003461.pt,2328,96,steamed sponge cake,發糕,
data\features\HKSLLEX-2023-00003462.pt,1774,125,paper wrapped cake,紙包蛋糕,
data\features\HKSLLEX-2023-00003463.pt,646,134,cocktail bun,雞尾包,
data\features\HKSLLEX-2023-00003464.pt,1844,125,pineapple bun,菠蘿包,
data\features\HKSLLEX-2023-00003465.pt,721,134,cream bun,忌廉包,
data\features\HKSLLEX-2023-00003466.pt,722,134,cream cone,忌廉筒,
data\features\HKSLLEX-2023-00003467.pt,2035,125,rice cake with red bean paste,豆沙餅,
data\features\HKSLLEX-2023-00003468.pt,2324,115,steamed red bean cake,紅豆糕,
data\features\HKSLLEX-2023-00003469.pt,2329,125,steamed white (black-eyed) bean cake,眉豆糕,
data\features\HKSLLEX-2023-00003470.pt,1105,115,fried shredded radish cake,炸油糍,
data\features\HKSLLEX-2023-00003472.pt,1289,106,holland tart,荷蘭撻,
data\features\HKSLLEX-2023-00003473.pt,386,106,belly button biscuit,肚臍餅,
data\features\HKSLLEX-2023-00003471.pt,284,154,apricot jam cake,黃梅醬西餅,
data\features\HKSLLEX-2023-00003474.pt,1869,144,plum maltose,話梅麥芽糖,
data\features\HKSLLEX-2023-00003476.pt,1294,106,hong kong-style coffee milk tea,鴛鴦,
data\features\HKSLLEX-2023-00003477.pt,259,106,almond paste,杏仁霜,
data\features\HKSLLEX-2023-00003475.pt,1294,134,hong kong-style coffee milk tea,鴛鴦,
data\features\HKSLLEX-2023-00003478.pt,1302,106,horlicks,好立克,
data\features\HKSLLEX-2023-00003479.pt,1752,96,ovaltine,阿華田,
data\features\HKSLLEX-2023-00003480.pt,1601,106,milo,美祿,
data\features\HKSLLEX-2023-00003481.pt,2033,96,ribena,利賓納,
data\features\HKSLLEX-2023-00003485.pt,2145,86,seven up,七喜,
data\features\HKSLLEX-2023-00003483.pt,2253,106,soft drink,汽水,
data\features\HKSLLEX-2023-00003484.pt,654,96,cola,可樂,
data\features\HKSLLEX-2023-00003482.pt,434,125,boiled coke with ginger and lemon,檸樂煲薑,
data\features\HKSLLEX-2023-00003486.pt,2145,106,seven up,七喜,
data\features\HKSLLEX-2023-00003487.pt,1812,106,pepsi,百事可樂,
data\features\HKSLLEX-2023-00003488.pt,723,96,cream soda,忌廉汽水,
data\features\HKSLLEX-2023-00003489.pt,723,106,cream soda,忌廉汽水,
data\features\HKSLLEX-2023-00003491.pt,2294,86,sprite,雪碧,
data\features\HKSLLEX-2023-00003490.pt,2093,96,sarsi,沙示,
data\features\HKSLLEX-2023-00003492.pt,803,115,diet coke,健怡可樂,
data\features\HKSLLEX-2023-00003495.pt,1600,96,milk tea with condensed milk,茶走,
data\features\HKSLLEX-2023-00003493.pt,652,125,coke with lemon slices,檸檬可樂,
data\features\HKSLLEX-2023-00003494.pt,653,115,coke zero,zero可樂,
data\features\HKSLLEX-2023-00003496.pt,1600,115,milk tea with condensed milk,茶走,
data\features\HKSLLEX-2023-00003497.pt,650,96,coffee with condensed milk,啡走,
data\features\HKSLLEX-2023-00003499.pt,1599,96,milk tea,奶茶,
data\features\HKSLLEX-2023-00003498.pt,650,115,coffee with condensed milk,啡走,
data\features\HKSLLEX-2023-00003500.pt,1599,115,milk tea,奶茶,
